Price,Date,Adj Close,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
0,2022-01-03 00:00:00+00:00,179.07656860351562,182.00999450683594,182.8800048828125,177.7100067138672,177.8300018310547,104487900
1,2022-01-04 00:00:00+00:00,176.80380249023438,179.6999969482422,182.94000244140625,179.1199951171875,182.6300048828125,99310400
2,2022-01-05 00:00:00+00:00,172.10086059570312,174.9199981689453,180.1699981689453,174.63999938964844,179.61000061035156,94537600
3,2022-01-06 00:00:00+00:00,169.22792053222656,172.0,175.3000030517578,171.63999938964844,172.6999969482422,96904000
4,2022-01-07 00:00:00+00:00,169.3951873779297,172.1699981689453,174.13999938964844,171.02999877929688,172.88999938964844,86709100
5,2022-01-10 00:00:00+00:00,169.41485595703125,172.19000244140625,172.5,168.1699981689453,169.0800018310547,106765600
6,2022-01-11 00:00:00+00:00,172.25828552246094,175.0800018310547,175.17999267578125,170.82000732421875,172.32000732421875,76138300
7,2022-01-12 00:00:00+00:00,172.7010498046875,175.52999877929688,177.17999267578125,174.82000732421875,176.1199951171875,74805200
8,2022-01-13 00:00:00+00:00,169.41485595703125,172.19000244140625,176.6199951171875,171.7899932861328,175.77999877929688,84505800
9,2022-01-14 00:00:00+00:00,170.28067016601562,173.07000732421875,173.77999877929688,171.08999633789062,171.33999633789062,80440800
10,2022-01-18 00:00:00+00:00,167.06336975097656,169.8000030517578,172.5399932861328,169.41000366210938,171.50999450683594,90956700
11,2022-01-19 00:00:00+00:00,163.55091857910156,166.22999572753906,171.0800018310547,165.94000244140625,170.0,94815000
12,2022-01-20 00:00:00+00:00,161.8585968017578,164.50999450683594,169.67999267578125,164.17999267578125,166.97999572753906,91420500
13,2022-01-21 00:00:00+00:00,159.79248046875,162.41000366210938,166.3300018310547,162.3000030517578,164.4199981689453,122848900
14,2022-01-24 00:00:00+00:00,159.01519775390625,161.6199951171875,162.3000030517578,154.6999969482422,160.02000427246094,162294600
15,2022-01-25 00:00:00+00:00,157.20484924316406,159.77999877929688,162.75999450683594,157.02000427246094,158.97999572753906,115798400
16,2022-01-26 00:00:00+00:00,157.1163330078125,159.69000244140625,164.38999938964844,157.82000732421875,163.5,108275300
17,2022-01-27 00:00:00+00:00,156.6538848876953,159.22000122070312,163.83999633789062,158.27999877929688,162.4499969482422,121954600
18,2022-01-28 00:00:00+00:00,167.58485412597656,170.3300018310547,170.35000610351562,162.8000030517578,165.7100067138672,179935700
19,2022-01-31 00:00:00+00:00,171.963134765625,174.77999877929688,175.0,169.50999450683594,170.16000366210938,115541600
20,2022-02-01 00:00:00+00:00,171.79586791992188,174.61000061035156,174.83999633789062,172.30999755859375,174.00999450683594,86213900
21,2022-02-02 00:00:00+00:00,173.00601196289062,175.83999633789062,175.8800048828125,173.3300018310547,174.75,84914300
22,2022-02-03 00:00:00+00:00,170.11338806152344,172.89999389648438,176.24000549316406,172.1199951171875,174.47999572753906,89418100
23,2022-02-04 00:00:00+00:00,169.82774353027344,172.38999938964844,174.10000610351562,170.67999267578125,171.67999267578125,82465400
24,2022-02-07 00:00:00+00:00,169.10858154296875,171.66000366210938,173.9499969482422,170.9499969482422,172.86000061035156,77251200
25,2022-02-08 00:00:00+00:00,172.23143005371094,174.8300018310547,175.35000610351562,171.42999267578125,171.72999572753906,74829200
26,2022-02-09 00:00:00+00:00,173.659912109375,176.27999877929688,176.64999389648438,174.89999389648438,176.0500030517578,71285000
27,2022-02-10 00:00:00+00:00,169.5617218017578,172.1199951171875,175.47999572753906,171.5500030517578,174.13999938964844,90865900
28,2022-02-11 00:00:00+00:00,166.1334686279297,168.63999938964844,173.0800018310547,168.0399932861328,172.3300018310547,98670700
29,2022-02-14 00:00:00+00:00,166.3699188232422,168.8800048828125,169.5800018310547,166.55999755859375,167.3699951171875,86185500
30,2022-02-15 00:00:00+00:00,170.22178649902344,172.7899932861328,172.9499969482422,170.25,170.97000122070312,62527400
31,2022-02-16 00:00:00+00:00,169.98536682128906,172.5500030517578,173.33999633789062,170.0500030517578,171.85000610351562,61177400
32,2022-02-17 00:00:00+00:00,166.3699188232422,168.8800048828125,171.91000366210938,168.47000122070312,171.02999877929688,69589300
33,2022-02-18 00:00:00+00:00,164.81338500976562,167.3000030517578,170.5399932861328,166.19000244140625,169.82000732421875,82772700
34,2022-02-22 00:00:00+00:00,161.87767028808594,164.32000732421875,166.69000244140625,162.14999389648438,164.97999572753906,91162800
35,2022-02-23 00:00:00+00:00,157.6908416748047,160.07000732421875,166.14999389648438,159.75,165.5399932861328,90009200
36,2022-02-24 00:00:00+00:00,160.32118225097656,162.74000549316406,162.85000610351562,152.0,152.5800018310547,141147500
37,2022-02-25 00:00:00+00:00,162.39981079101562,164.85000610351562,165.1199951171875,160.8699951171875,163.83999633789062,91974200
38,2022-02-28 00:00:00+00:00,162.66578674316406,165.1199951171875,165.4199981689453,162.42999267578125,163.05999755859375,95056600
39,2022-03-01 00:00:00+00:00,160.77432250976562,163.1999969482422,166.60000610351562,161.97000122070312,164.6999969482422,83474400
40,2022-03-02 00:00:00+00:00,164.08438110351562,166.55999755859375,167.36000061035156,162.9499969482422,164.38999938964844,79724800
41,2022-03-03 00:00:00+00:00,163.75929260253906,166.22999572753906,168.91000366210938,165.5500030517578,168.47000122070312,76678400
42,2022-03-04 00:00:00+00:00,160.74476623535156,163.1699981689453,165.5500030517578,162.10000610351562,164.49000549316406,83737200
43,2022-03-07 00:00:00+00:00,156.93231201171875,159.3000030517578,165.02000427246094,159.0399932861328,163.36000061035156,96418800
44,2022-03-08 00:00:00+00:00,155.0999298095703,157.44000244140625,162.8800048828125,155.8000030517578,158.82000732421875,131148300
45,2022-03-09 00:00:00+00:00,160.52804565429688,162.9499969482422,163.41000366210938,159.41000366210938,161.47999572753906,91454900
46,2022-03-10 00:00:00+00:00,156.16387939453125,158.52000427246094,160.38999938964844,155.97999572753906,160.1999969482422,105342000
47,2022-03-11 00:00:00+00:00,152.43020629882812,154.72999572753906,159.27999877929688,154.5,158.92999267578125,96970100
48,2022-03-14 00:00:00+00:00,148.3813018798828,150.6199951171875,154.1199951171875,150.10000610351562,151.4499969482422,108732100
49,2022-03-15 00:00:00+00:00,152.78488159179688,155.08999633789062,155.57000732421875,150.3800048828125,150.89999389648438,92964300
50,2022-03-16 00:00:00+00:00,157.2179718017578,159.58999633789062,160.0,154.4600067138672,157.0500030517578,102300200
51,2022-03-17 00:00:00+00:00,158.23268127441406,160.6199951171875,161.0,157.6300048828125,158.61000061035156,75615400
52,2022-03-18 00:00:00+00:00,161.54273986816406,163.97999572753906,164.47999572753906,159.75999450683594,160.50999450683594,123511700
53,2022-03-21 00:00:00+00:00,162.92193603515625,165.3800048828125,166.35000610351562,163.00999450683594,163.50999450683594,95811400
54,2022-03-22 00:00:00+00:00,166.310791015625,168.82000732421875,169.4199981689453,164.91000366210938,165.50999450683594,81532000
55,2022-03-23 00:00:00+00:00,167.6801300048828,170.2100067138672,172.63999938964844,167.64999389648438,167.99000549316406,98062700
56,2022-03-24 00:00:00+00:00,171.48275756835938,174.07000732421875,174.13999938964844,170.2100067138672,171.05999755859375,90131400
57,2022-03-25 00:00:00+00:00,172.12310791015625,174.72000122070312,175.27999877929688,172.75,173.8800048828125,80546200
58,2022-03-28 00:00:00+00:00,172.9900360107422,175.60000610351562,175.72999572753906,172.0,172.1699981689453,90371900
59,2022-03-29 00:00:00+00:00,176.30010986328125,178.9600067138672,179.00999450683594,176.33999633789062,176.69000244140625,100589400
60,2022-03-30 00:00:00+00:00,175.1277618408203,177.77000427246094,179.61000061035156,176.6999969482422,178.5500030517578,92633200
61,2022-03-31 00:00:00+00:00,172.01473999023438,174.61000061035156,178.02999877929688,174.39999389648438,177.83999633789062,103049300
62,2022-04-01 00:00:00+00:00,171.7191925048828,174.30999755859375,174.8800048828125,171.94000244140625,174.02999877929688,78751300
63,2022-04-04 00:00:00+00:00,175.78782653808594,178.44000244140625,178.49000549316406,174.44000244140625,174.57000732421875,76468400
64,2022-04-05 00:00:00+00:00,172.4580535888672,175.05999755859375,178.3000030517578,174.4199981689453,177.5,73401800
65,2022-04-06 00:00:00+00:00,169.27606201171875,171.8300018310547,173.6300048828125,170.1300048828125,172.36000061035156,89058800
66,2022-04-07 00:00:00+00:00,169.58145141601562,172.13999938964844,173.36000061035156,169.85000610351562,171.16000366210938,77594700
67,2022-04-08 00:00:00+00:00,167.56192016601562,170.08999633789062,171.77999877929688,169.1999969482422,171.77999877929688,76575500
68,2022-04-11 00:00:00+00:00,163.28643798828125,165.75,169.02999877929688,165.5,168.7100067138672,72246700
69,2022-04-12 00:00:00+00:00,165.1680450439453,167.66000366210938,169.8699951171875,166.63999938964844,168.02000427246094,79265200
70,2022-04-13 00:00:00+00:00,167.86732482910156,170.39999389648438,171.0399932861328,166.77000427246094,167.38999938964844,70618900
71,2022-04-14 00:00:00+00:00,162.833251953125,165.2899932861328,171.27000427246094,165.0399932861328,170.6199951171875,75329400
72,2022-04-18 00:00:00+00:00,162.61654663085938,165.07000732421875,166.60000610351562,163.57000732421875,163.9199981689453,69023900
73,2022-04-19 00:00:00+00:00,164.91189575195312,167.39999389648438,167.82000732421875,163.91000366210938,165.02000427246094,67723800
74,2022-04-20 00:00:00+00:00,164.7444305419922,167.22999572753906,168.8800048828125,166.10000610351562,168.75999450683594,67929800
75,2022-04-21 00:00:00+00:00,163.9464874267578,166.4199981689453,171.52999877929688,165.91000366210938,168.91000366210938,87227800
76,2022-04-22 00:00:00+00:00,159.38526916503906,161.7899932861328,167.8699951171875,161.5,166.4600067138672,84882400
77,2022-04-25 00:00:00+00:00,160.45909118652344,162.8800048828125,163.1699981689453,158.4600067138672,161.1199951171875,96046400
78,2022-04-26 00:00:00+00:00,154.46945190429688,156.8000030517578,162.33999633789062,156.72000122070312,162.25,95623200
79,2022-04-27 00:00:00+00:00,154.2428741455078,156.57000732421875,159.7899932861328,155.3800048828125,155.91000366210938,88063200
80,2022-04-28 00:00:00+00:00,161.2078094482422,163.63999938964844,164.52000427246094,158.92999267578125,159.25,130216800
81,2022-04-29 00:00:00+00:00,155.30682373046875,157.64999389648438,166.1999969482422,157.25,161.83999633789062,131747600
