Price,Date,Adj Close,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
82,2022-05-02 00:00:00+00:00,155.61219787597656,157.9600067138672,158.22999572753906,153.27000427246094,156.7100067138672,123055300
83,2022-05-03 00:00:00+00:00,157.109619140625,159.47999572753906,160.7100067138672,156.32000732421875,158.14999389648438,88966500
84,2022-05-04 00:00:00+00:00,163.5524139404297,166.02000427246094,166.47999572753906,159.25999450683594,159.6699981689453,108256500
85,2022-05-05 00:00:00+00:00,154.4398956298828,156.77000427246094,164.0800018310547,154.9499969482422,163.85000610351562,130525300
86,2022-05-06 00:00:00+00:00,155.16995239257812,157.27999877929688,159.44000244140625,154.17999267578125,156.00999450683594,116124600
87,2022-05-09 00:00:00+00:00,150.01998901367188,152.05999755859375,155.8300018310547,151.49000549316406,154.92999267578125,131577900
88,2022-05-10 00:00:00+00:00,152.4371337890625,154.50999450683594,156.74000549316406,152.92999267578125,155.52000427246094,115366700
89,2022-05-11 00:00:00+00:00,144.53460693359375,146.5,155.4499969482422,145.80999755859375,153.5,142689800
90,2022-05-12 00:00:00+00:00,140.6474609375,142.55999755859375,146.1999969482422,138.8000030517578,142.77000427246094,182602000
91,2022-05-13 00:00:00+00:00,145.13641357421875,147.11000061035156,148.10000610351562,143.11000061035156,144.58999633789062,113990900
92,2022-05-16 00:00:00+00:00,143.58746337890625,145.5399932861328,147.52000427246094,144.17999267578125,145.5500030517578,86643800
93,2022-05-17 00:00:00+00:00,147.2378387451172,149.24000549316406,149.77000427246094,146.67999267578125,148.86000061035156,78336300
94,2022-05-18 00:00:00+00:00,138.93080139160156,140.82000732421875,147.36000061035156,139.89999389648438,146.85000610351562,109742900
95,2022-05-19 00:00:00+00:00,135.5073699951172,137.35000610351562,141.66000366210938,136.60000610351562,139.8800048828125,136095600
96,2022-05-20 00:00:00+00:00,135.74412536621094,137.58999633789062,140.6999969482422,132.61000061035156,139.08999633789062,137426100
97,2022-05-23 00:00:00+00:00,141.19007873535156,143.11000061035156,143.25999450683594,137.64999389648438,137.7899932861328,117726300
98,2022-05-24 00:00:00+00:00,138.4769744873047,140.36000061035156,141.97000122070312,137.3300018310547,140.80999755859375,104132700
99,2022-05-25 00:00:00+00:00,138.63482666015625,140.52000427246094,141.7899932861328,138.33999633789062,138.42999267578125,92482700
100,2022-05-26 00:00:00+00:00,141.85107421875,143.77999877929688,144.33999633789062,137.13999938964844,137.38999938964844,90601500
101,2022-05-27 00:00:00+00:00,147.63247680664062,149.63999938964844,149.67999267578125,145.25999450683594,145.38999938964844,90978500
102,2022-05-31 00:00:00+00:00,146.8431854248047,148.83999633789062,150.66000366210938,146.83999633789062,149.07000732421875,103718400
103,2022-06-01 00:00:00+00:00,146.7149200439453,148.7100067138672,151.74000549316406,147.67999267578125,149.89999389648438,74286600
104,2022-06-02 00:00:00+00:00,149.18138122558594,151.2100067138672,151.27000427246094,146.86000061035156,147.8300018310547,72348100
105,2022-06-03 00:00:00+00:00,143.42962646484375,145.3800048828125,147.97000122070312,144.4600067138672,146.89999389648438,88570300
106,2022-06-06 00:00:00+00:00,144.17941284179688,146.13999938964844,148.57000732421875,144.89999389648438,147.02999877929688,71598400
107,2022-06-07 00:00:00+00:00,146.7149200439453,148.7100067138672,149.0,144.10000610351562,144.35000610351562,67808200
108,2022-06-08 00:00:00+00:00,145.97499084472656,147.9600067138672,149.8699951171875,147.4600067138672,148.5800018310547,53950200
109,2022-06-09 00:00:00+00:00,140.7263641357422,142.63999938964844,147.9499969482422,142.52999877929688,147.0800018310547,69473000
110,2022-06-10 00:00:00+00:00,135.290283203125,137.1300048828125,140.75999450683594,137.05999755859375,140.27999877929688,91437900
111,2022-06-13 00:00:00+00:00,130.11073303222656,131.8800048828125,135.1999969482422,131.44000244140625,132.8699951171875,122207100
112,2022-06-14 00:00:00+00:00,130.97891235351562,132.75999450683594,133.88999938964844,131.47999572753906,133.1300048828125,84784300
113,2022-06-15 00:00:00+00:00,133.61309814453125,135.42999267578125,137.33999633789062,132.16000366210938,134.2899932861328,91533000
114,2022-06-16 00:00:00+00:00,128.3151397705078,130.05999755859375,132.38999938964844,129.0399932861328,132.0800018310547,108123900
115,2022-06-17 00:00:00+00:00,129.79501342773438,131.55999755859375,133.0800018310547,129.80999755859375,130.07000732421875,134520300
116,2022-06-21 00:00:00+00:00,134.0471954345703,135.8699951171875,137.05999755859375,133.32000732421875,133.4199981689453,81000500
117,2022-06-22 00:00:00+00:00,133.53421020507812,135.35000610351562,137.75999450683594,133.91000366210938,134.7899932861328,73409200
118,2022-06-23 00:00:00+00:00,136.41500854492188,138.27000427246094,138.58999633789062,135.6300048828125,136.82000732421875,72433800
119,2022-06-24 00:00:00+00:00,139.759521484375,141.66000366210938,141.91000366210938,139.77000427246094,139.89999389648438,89116800
120,2022-06-27 00:00:00+00:00,139.759521484375,141.66000366210938,143.49000549316406,140.97000122070312,142.6999969482422,70207900
121,2022-06-28 00:00:00+00:00,135.5961456298828,137.44000244140625,143.4199981689453,137.32000732421875,142.1300048828125,67083400
122,2022-06-29 00:00:00+00:00,137.3621063232422,139.22999572753906,140.6699981689453,136.6699981689453,137.4600067138672,66242400
123,2022-06-30 00:00:00+00:00,134.8857879638672,136.72000122070312,138.3699951171875,133.77000427246094,137.25,98964500
124,2022-07-01 00:00:00+00:00,137.06613159179688,138.92999267578125,139.0399932861328,135.66000366210938,136.0399932861328,71051600
125,2022-07-05 00:00:00+00:00,139.66085815429688,141.55999755859375,141.61000061035156,136.92999267578125,137.77000427246094,73353800
126,2022-07-06 00:00:00+00:00,141.0026092529297,142.9199981689453,144.1199951171875,141.0800018310547,141.35000610351562,74064300
127,2022-07-07 00:00:00+00:00,144.3865966796875,146.35000610351562,146.5500030517578,143.27999877929688,143.2899932861328,66253700
128,2022-07-08 00:00:00+00:00,145.06732177734375,147.0399932861328,147.5500030517578,145.0,145.25999450683594,64547800
129,2022-07-11 00:00:00+00:00,142.9264678955078,144.8699951171875,146.63999938964844,143.77999877929688,145.6699981689453,63141600
130,2022-07-12 00:00:00+00:00,143.90318298339844,145.86000061035156,148.4499969482422,145.0500030517578,145.75999450683594,77588800
131,2022-07-13 00:00:00+00:00,143.5381317138672,145.49000549316406,146.4499969482422,142.1199951171875,142.99000549316406,71185600
132,2022-07-14 00:00:00+00:00,146.47816467285156,148.47000122070312,148.9499969482422,143.25,144.0800018310547,78140700
133,2022-07-15 00:00:00+00:00,148.15533447265625,150.1699981689453,150.86000061035156,148.1999969482422,149.77999877929688,76259900
134,2022-07-18 00:00:00+00:00,145.096923828125,147.07000732421875,151.57000732421875,146.6999969482422,150.74000549316406,81420900
135,2022-07-19 00:00:00+00:00,148.9741973876953,151.0,151.22999572753906,146.91000366210938,147.9199981689453,82982400
136,2022-07-20 00:00:00+00:00,150.98683166503906,153.0399932861328,153.72000122070312,150.3699951171875,151.1199951171875,64823400
137,2022-07-21 00:00:00+00:00,153.265869140625,155.35000610351562,155.57000732421875,151.94000244140625,154.5,65086600
138,2022-07-22 00:00:00+00:00,152.02276611328125,154.08999633789062,156.27999877929688,153.41000366210938,155.38999938964844,66675400
139,2022-07-25 00:00:00+00:00,150.89805603027344,152.9499969482422,155.0399932861328,152.27999877929688,154.00999450683594,53623900
140,2022-07-26 00:00:00+00:00,149.56617736816406,151.60000610351562,153.08999633789062,150.8000030517578,152.25999450683594,55138700
141,2022-07-27 00:00:00+00:00,154.68650817871094,156.7899932861328,157.3300018310547,152.16000366210938,152.5800018310547,78620700
142,2022-07-28 00:00:00+00:00,155.23904418945312,157.35000610351562,157.63999938964844,154.41000366210938,156.97999572753906,81378700
143,2022-07-29 00:00:00+00:00,160.3297882080078,162.50999450683594,163.6300048828125,159.5,161.24000549316406,101786900
144,2022-08-01 00:00:00+00:00,159.34320068359375,161.50999450683594,163.58999633789062,160.88999938964844,161.00999450683594,67829400
145,2022-08-02 00:00:00+00:00,157.8633575439453,160.00999450683594,162.41000366210938,159.6300048828125,160.10000610351562,59907000
146,2022-08-03 00:00:00+00:00,163.90126037597656,166.1300048828125,166.58999633789062,160.75,160.83999633789062,82507500
147,2022-08-04 00:00:00+00:00,163.58554077148438,165.80999755859375,167.19000244140625,164.42999267578125,166.00999450683594,55474100
148,2022-08-05 00:00:00+00:00,163.3582763671875,165.35000610351562,165.85000610351562,163.0,163.2100067138672,56697000
149,2022-08-08 00:00:00+00:00,162.88406372070312,164.8699951171875,167.80999755859375,164.1999969482422,166.3699951171875,60276900
150,2022-08-09 00:00:00+00:00,162.93348693847656,164.9199981689453,165.82000732421875,163.25,164.02000427246094,63135500
151,2022-08-10 00:00:00+00:00,167.20143127441406,169.24000549316406,169.33999633789062,166.89999389648438,167.67999267578125,70170500
152,2022-08-11 00:00:00+00:00,166.4604949951172,168.49000549316406,170.99000549316406,168.19000244140625,170.05999755859375,57149200
153,2022-08-12 00:00:00+00:00,170.02699279785156,172.10000610351562,172.1699981689453,169.39999389648438,169.82000732421875,68039400
154,2022-08-15 00:00:00+00:00,171.10386657714844,173.19000244140625,173.38999938964844,171.35000610351562,171.52000427246094,54091700
155,2022-08-16 00:00:00+00:00,170.94578552246094,173.02999877929688,173.7100067138672,171.66000366210938,172.77999877929688,56377100
156,2022-08-17 00:00:00+00:00,172.44747924804688,174.5500030517578,176.14999389648438,172.57000732421875,172.77000427246094,79542000
157,2022-08-18 00:00:00+00:00,172.05230712890625,174.14999389648438,174.89999389648438,173.1199951171875,173.75,62290100
158,2022-08-19 00:00:00+00:00,169.4539794921875,171.52000427246094,173.74000549316406,171.30999755859375,173.02999877929688,70346300
159,2022-08-22 00:00:00+00:00,165.5515594482422,167.57000732421875,169.86000061035156,167.13999938964844,169.69000244140625,69026800
160,2022-08-23 00:00:00+00:00,165.2156524658203,167.22999572753906,168.7100067138672,166.64999389648438,167.0800018310547,54147100
161,2022-08-24 00:00:00+00:00,165.51205444335938,167.52999877929688,168.11000061035156,166.25,167.32000732421875,53841500
162,2022-08-25 00:00:00+00:00,167.98193359375,170.02999877929688,170.13999938964844,168.35000610351562,168.77999877929688,51218200
163,2022-08-26 00:00:00+00:00,161.64915466308594,163.6199951171875,171.0500030517578,163.55999755859375,170.57000732421875,78961000
164,2022-08-29 00:00:00+00:00,159.43612670898438,161.3800048828125,162.89999389648438,159.82000732421875,161.14999389648438,73314000
165,2022-08-30 00:00:00+00:00,156.99588012695312,158.91000366210938,162.55999755859375,157.72000122070312,162.1300048828125,77906200
166,2022-08-31 00:00:00+00:00,155.32620239257812,157.22000122070312,160.5800018310547,157.13999938964844,160.30999755859375,87991100
167,2022-09-01 00:00:00+00:00,156.0573272705078,157.9600067138672,158.4199981689453,154.6699981689453,156.63999938964844,74229900
168,2022-09-02 00:00:00+00:00,153.93319702148438,155.80999755859375,160.36000061035156,154.97000122070312,159.75,76957800
169,2022-09-06 00:00:00+00:00,152.66860961914062,154.52999877929688,157.08999633789062,153.69000244140625,156.47000122070312,73714800
170,2022-09-07 00:00:00+00:00,154.08140563964844,155.9600067138672,156.6699981689453,153.61000061035156,154.82000732421875,87449600
171,2022-09-08 00:00:00+00:00,152.59947204589844,154.4600067138672,156.36000061035156,152.67999267578125,154.63999938964844,84923800
172,2022-09-09 00:00:00+00:00,155.47442626953125,157.3699951171875,157.82000732421875,154.75,155.47000122070312,68028800
173,2022-09-12 00:00:00+00:00,161.46139526367188,163.42999267578125,164.25999450683594,159.3000030517578,159.58999633789062,104956000
174,2022-09-13 00:00:00+00:00,151.98692321777344,153.83999633789062,160.5399932861328,153.3699951171875,159.89999389648438,122656600
175,2022-09-14 00:00:00+00:00,153.43923950195312,155.30999755859375,157.10000610351562,153.61000061035156,154.7899932861328,87965400
176,2022-09-15 00:00:00+00:00,150.53463745117188,152.3699951171875,155.24000549316406,151.3800048828125,154.64999389648438,90481100
177,2022-09-16 00:00:00+00:00,148.88475036621094,150.6999969482422,151.35000610351562,148.3699951171875,151.2100067138672,162278800
178,2022-09-19 00:00:00+00:00,152.61923217773438,154.47999572753906,154.55999755859375,149.10000610351562,149.30999755859375,81474200
179,2022-09-20 00:00:00+00:00,155.0100860595703,156.89999389648438,158.0800018310547,153.0800018310547,153.39999389648438,107689800
180,2022-09-21 00:00:00+00:00,151.86837768554688,153.72000122070312,158.74000549316406,153.60000610351562,157.33999633789062,101696800
181,2022-09-22 00:00:00+00:00,150.9001922607422,152.74000549316406,154.47000122070312,150.91000366210938,152.3800048828125,86652500
182,2022-09-23 00:00:00+00:00,148.61801147460938,150.42999267578125,151.47000122070312,148.55999755859375,151.19000244140625,96029900
183,2022-09-26 00:00:00+00:00,148.95391845703125,150.77000427246094,153.77000427246094,149.63999938964844,149.66000366210938,93339400
184,2022-09-27 00:00:00+00:00,149.9320068359375,151.75999450683594,154.72000122070312,149.9499969482422,152.74000549316406,84442700
185,2022-09-28 00:00:00+00:00,148.03509521484375,149.83999633789062,150.63999938964844,144.83999633789062,147.63999938964844,146691400
186,2022-09-29 00:00:00+00:00,140.7637939453125,142.47999572753906,146.72000122070312,140.67999267578125,146.10000610351562,128138200
187,2022-09-30 00:00:00+00:00,136.53530883789062,138.1999969482422,143.10000610351562,138.0,141.27999877929688,124925300
188,2022-10-03 00:00:00+00:00,140.73414611816406,142.4499969482422,143.07000732421875,137.69000244140625,138.2100067138672,114311700
189,2022-10-04 00:00:00+00:00,144.34017944335938,146.10000610351562,146.22000122070312,144.25999450683594,145.02999877929688,87830100
190,2022-10-05 00:00:00+00:00,144.6365509033203,146.39999389648438,147.3800048828125,143.00999450683594,144.07000732421875,79471000
191,2022-10-06 00:00:00+00:00,143.67822265625,145.42999267578125,147.5399932861328,145.22000122070312,145.80999755859375,68402200
192,2022-10-07 00:00:00+00:00,138.40255737304688,140.08999633789062,143.10000610351562,139.4499969482422,142.5399932861328,85925600
193,2022-10-10 00:00:00+00:00,138.7285614013672,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,74899000
194,2022-10-11 00:00:00+00:00,137.30592346191406,138.97999572753906,141.35000610351562,138.22000122070312,139.89999389648438,77033700
195,2022-10-12 00:00:00+00:00,136.6736602783203,138.33999633789062,140.36000061035156,138.16000366210938,139.1300048828125,70433700
196,2022-10-13 00:00:00+00:00,141.26763916015625,142.99000549316406,143.58999633789062,134.3699951171875,134.99000549316406,113224000
197,2022-10-14 00:00:00+00:00,136.71315002441406,138.3800048828125,144.52000427246094,138.19000244140625,144.30999755859375,88598000
198,2022-10-17 00:00:00+00:00,140.6946258544922,142.41000366210938,142.89999389648438,140.27000427246094,141.07000732421875,85250900
199,2022-10-18 00:00:00+00:00,142.0184783935547,143.75,146.6999969482422,140.61000061035156,145.49000549316406,99136600
200,2022-10-19 00:00:00+00:00,142.1271514892578,143.86000061035156,144.9499969482422,141.5,141.69000244140625,61758300
201,2022-10-20 00:00:00+00:00,141.66281127929688,143.38999938964844,145.88999938964844,142.64999389648438,143.02000427246094,64522000
202,2022-10-21 00:00:00+00:00,145.49606323242188,147.27000427246094,147.85000610351562,142.64999389648438,142.8699951171875,86548600
203,2022-10-24 00:00:00+00:00,147.64981079101562,149.4499969482422,150.22999572753906,146.0,147.19000244140625,75981900
204,2022-10-25 00:00:00+00:00,150.50502014160156,152.33999633789062,152.49000549316406,149.36000061035156,150.08999633789062,74732300
205,2022-10-26 00:00:00+00:00,147.55101013183594,149.35000610351562,151.99000549316406,148.0399932861328,150.9600067138672,88194300
206,2022-10-27 00:00:00+00:00,143.0558319091797,144.8000030517578,149.0500030517578,144.1300048828125,148.07000732421875,109180200
207,2022-10-28 00:00:00+00:00,153.86404418945312,155.74000549316406,157.5,147.82000732421875,148.1999969482422,164762400
208,2022-10-31 00:00:00+00:00,151.4929656982422,153.33999633789062,154.24000549316406,151.9199981689453,153.16000366210938,97943200
209,2022-11-01 00:00:00+00:00,148.83535766601562,150.64999389648438,155.4499969482422,149.1300048828125,155.0800018310547,80379300
210,2022-11-02 00:00:00+00:00,143.28305053710938,145.02999877929688,152.1699981689453,145.0,148.9499969482422,93604600
211,2022-11-03 00:00:00+00:00,137.2071533203125,138.8800048828125,142.8000030517578,138.75,142.05999755859375,97918500
212,2022-11-04 00:00:00+00:00,136.93994140625,138.3800048828125,142.6699981689453,134.3800048828125,142.08999633789062,140814800
213,2022-11-07 00:00:00+00:00,137.4743194580078,138.9199981689453,139.14999389648438,135.6699981689453,137.11000061035156,83374600
214,2022-11-08 00:00:00+00:00,138.04830932617188,139.5,141.42999267578125,137.49000549316406,140.41000366210938,89908500
215,2022-11-09 00:00:00+00:00,133.46646118164062,134.8699951171875,138.5500030517578,134.58999633789062,138.5,74917800
216,2022-11-10 00:00:00+00:00,145.3415985107422,146.8699951171875,146.8699951171875,139.5,141.24000549316406,118854000
217,2022-11-11 00:00:00+00:00,148.14215087890625,149.6999969482422,150.00999450683594,144.3699951171875,145.82000732421875,93979700
218,2022-11-14 00:00:00+00:00,146.73692321777344,148.27999877929688,150.27999877929688,147.42999267578125,148.97000122070312,73374100
219,2022-11-15 00:00:00+00:00,148.47862243652344,150.0399932861328,153.58999633789062,148.55999755859375,152.22000122070312,89868300
220,2022-11-16 00:00:00+00:00,147.2416229248047,148.7899932861328,149.8699951171875,147.2899932861328,149.1300048828125,64218300
221,2022-11-17 00:00:00+00:00,149.1515350341797,150.72000122070312,151.47999572753906,146.14999389648438,146.42999267578125,80389400
222,2022-11-18 00:00:00+00:00,149.71560668945312,151.2899932861328,152.6999969482422,149.97000122070312,152.30999755859375,74829600
